section,group,name,url,description,tags,stars,last_push,line
Cloud platform security,,Managed Kubernetes Inspection Tool (MKIT),https://github.com/darkbitio/mkit,Query and validate several common security-related configuration settings of managed Kubernetes cluster objects and the workloads/resources running inside the cluster.,,396,,121
Cloud platform security,,Polaris,https://polaris.docs.fairwinds.com/,"Validates Kubernetes best practices by running tests against code commits, a Kubernetes admission request, or live resources already running in a cluster.",,,,122
Cloud platform security,,Sealed Secrets,https://github.com/bitnami-labs/sealed-secrets,Kubernetes controller and tool for one-way encrypted Secrets.,,9286,2026-09-23,123
Cloud platform security,,certificate-expiry-monitor,https://github.com/muxinc/certificate-expiry-monitor,Utility that exposes the expiry of TLS certificates as Prometheus metrics.,,170,2022-06-08,124
Cloud platform security,,k-rail,https://github.com/cruise-automation/k-rail,Workload policy enforcement tool for Kubernetes.,,440,,125
Cloud platform security,,kube-forensics,https://github.com/keikoproj/kube-forensics,Allows a cluster administrator to dump the current state of a running pod and all its containers so that security professionals can perform off-line forensic analysis.,,234,2026-09-12,126
Cloud platform security,,kube-hunter,https://kube-hunter.aquasec.com/,"source tool that runs a set of tests (""hunters"") for security issues in Kubernetes clusters from either outside (""attacker's view"") or inside a cluster.",Open,,,127
Cloud platform security,,kubernetes-event-exporter,https://github.com/opsgenie/kubernetes-event-exporter,Allows exporting the often missed Kubernetes events to various outputs so that they can be used for observability or alerting purposes.,,1048,,128
Cloud platform security,,Consul,https://consul.io/,"Solution to connect and configure applications across dynamic, distributed infrastructure and, with Consul Connect, enabling secure service-to-service communication with automatic TLS encryption and identity-based authorization.",,,,134
Cloud platform security,,Istio,https://istio.io/,"platform for providing a uniform way to integrate microservices, manage traffic flow across microservices, enforce policies and aggregate telemetry data.",Open,,,135
Communications security (COMSEC),,GPG Sync,https://github.com/firstlookmedia/gpgsync,"Centralize and automate OpenPGP public key distribution, revocation, and updates amongst all members of an organization or team.",,348,,141
Communications security (COMSEC),,Geneva (Genetic Evasion),https://censorship.ai/,Novel experimental genetic algorithm that evolves packet-manipulation-based censorship evasion strategies against nation-state level censors to increase availability of otherwise blocked content.,,,,142
Communications security (COMSEC),,GlobaLeaks,https://www.globaleaks.org/,"Free, open source software enabling anyone to easily set up and maintain a secure whistleblowing platform.",,,,143
Communications security (COMSEC),,SecureDrop,https://securedrop.org/,source whistleblower submission system that media organizations and NGOs can install to securely accept documents from anonymous sources.,Open,,,144
Communications security (COMSEC),,Teleport,https://goteleport.com/,"Allows engineers and security professionals to unify access for SSH servers, Kubernetes clusters, web applications, and databases across all environments.",,,,145
DevSecOps,,Bane,https://github.com/genuinetools/bane,Custom and better AppArmor profile generator for Docker containers.,,1230,2020-09-17,151
DevSecOps,,BlackBox,https://github.com/StackExchange/blackbox,"Safely store secrets in Git/Mercurial/Subversion by encrypting them ""at rest"" using GnuPG.",,6767,,152
DevSecOps,,Checkov,https://www.checkov.io/,Static analysis for Terraform (infrastructure as code) to help detect CIS policy violations and prevent cloud security misconfiguration.,,,,153
DevSecOps,,Cilium,https://cilium.io/,source software for transparently securing the network connectivity between application services deployed using Linux container management platforms like Docker and Kubernetes.,Open,,,154
DevSecOps,,Clair,https://github.com/coreos/clair,"Static analysis tool to probe for vulnerabilities introduced via application container (e.g., Docker) images.",,11064,2026-09-22,155
DevSecOps,,CodeQL,https://securitylab.github.com/tools/codeql,Discover vulnerabilities across a codebase by performing queries against code as though it were data.,,,,156
DevSecOps,,DefectDojo,https://www.defectdojo.org/,Application vulnerability management tool built for DevOps and continuous security integration.,,,,157
DevSecOps,,Gauntlt,http://gauntlt.org/,Pentest applications during routine continuous integration build pipelines.,,,,158
DevSecOps,,Git Secrets,https://github.com/awslabs/git-secrets,Prevents you from committing passwords and other sensitive information to a git repository.,,13403,2025-09-17,159
DevSecOps,,SOPS,https://github.com/mozilla/sops,"Editor of encrypted files that supports YAML, JSON, ENV, INI and binary formats and encrypts with AWS KMS, GCP KMS, Azure Key Vault, and PGP.",,23194,2026-09-21,160
DevSecOps,,Snyk,https://snyk.io/,Finds and fixes vulnerabilities and license violations in open source dependencies and container images.,,,,161
DevSecOps,,SonarQube,https://sonarqube.org,Continuous inspection tool that provides detailed reports during automated testing and alerts on newly introduced security vulnerabilities.,,,,162
DevSecOps,,Trivy,https://github.com/aquasecurity/trivy,"Simple and comprehensive vulnerability scanner for containers and other artifacts, suitable for use in continuous integration pipelines.",,38035,2026-09-23,163
DevSecOps,,Vault,https://www.vaultproject.io/,"Tool for securely accessing secrets such as API keys, passwords, or certificates through a unified interface.",,,,164
DevSecOps,,git-crypt,https://www.agwa.name/projects/git-crypt/,"Transparent file encryption in git; files which you choose to protect are encrypted when committed, and decrypted when checked out.",,,,165
DevSecOps,,helm-secrets,https://github.com/jkroepke/helm-secrets,"Helm plugin that helps manage secrets with Git workflow and stores them anywhere, backed by SOPS.",,2030,2026-09-11,166
DevSecOps,,terrascan,https://runterrascan.io/,Static code analyzer for Infrastructure as Code tools that helps detect compliance and security violations to mitigate risk before provisioning cloud native resources.,,,,167
DevSecOps,,tfsec,https://aquasecurity.github.io/tfsec/,Static analysis security scanner for your Terraform code designed to run locally and in CI pipelines.,,,,168
DevSecOps,,DynInst,https://dyninst.org/dyninst,"Tools for binary instrumentation, analysis, and modification, useful for binary patching.",,,,172
DevSecOps,,DynamoRIO,https://dynamorio.org/,"Runtime code manipulation system that supports code transformations on any part of a program, while it executes, implemented as a process-level virtual machine.",,,,173
DevSecOps,,Egalito,https://egalito.org/,"Binary recompiler and instrumentation framework that can fully disassemble, transform, and regenerate ordinary Linux binaries designed for binary hardening and security research.",,,,174
DevSecOps,,Valgrind,https://www.valgrind.org/,Instrumentation framework for building dynamic analysis tools.,,,,175
DevSecOps,,Chef InSpec,https://www.chef.io/products/chef-inspec,"Language for describing security and compliance rules, which become automated tests that can be run against IT infrastructures to discover and report on non-compliance.",,,,179
DevSecOps,,OpenSCAP Base,https://www.open-scap.org/tools/openscap-base/,Both a library and a command line tool (`oscap`) used to evaluate a system against SCAP baseline profiles to report on the security posture of the scanned system(s).,,,,180
DevSecOps,,Dependency Combobulator,https://github.com/apiiro/combobulator,"source, modular and extensible framework to detect and prevent dependency confusion leakage and potential attacks.",Open,96,2024-01-10,186
DevSecOps,,Confusion checker,https://github.com/sonatype-nexus-community/repo-diff,Script to check if you have artifacts containing the same name between your repositories.,,63,,187
DevSecOps,,snync,https://github.com/snyk-labs/snync,Prevent and detect if you're vulnerable to dependency confusion supply chain security attacks.,,53,2026-07-10,188
DevSecOps,,Atheris,https://pypi.org/project/atheris/,Coverage-guided Python fuzzing engine based off of libFuzzer that supports fuzzing of Python code but also native extensions written for CPython.,,,,194
DevSecOps,,FuzzBench,https://google.github.io/fuzzbench/,"Free service that evaluates fuzzers on a wide variety of real-world benchmarks, at Google scale.",,,,195
DevSecOps,,OneFuzz,https://github.com/microsoft/onefuzz,Self-hosted Fuzzing-as-a-Service (FaaS) platform.,,2823,,196
DevSecOps,,AllStar,https://github.com/ossf/allstar,GitHub App installed on organizations or repositories to set and enforce security policies.,,1453,2026-09-19,200
DevSecOps,,Conftest,https://conftest.dev/,Utility to help you write tests against structured configuration data.,,,,201
DevSecOps,,Open Policy Agent (OPA),https://www.openpolicyagent.org/,Unified toolset and framework for policy across the cloud native stack.,,,,202
DevSecOps,,Regula,https://regula.dev/,"Checks infrastructure as code templates (Terraform, CloudFormation, K8s manifests) for AWS, Azure, Google Cloud, and Kubernetes security and compliance using Open Policy Agent/Rego.",,,,203
DevSecOps,,Tang,https://github.com/latchset/tang,Server for binding data to network presence; provides data to clients only when they are on a certain (secured) network.,,733,2025-03-06,204
DevSecOps,,Grafeas,https://grafeas.io/,artifact metadata API to audit and govern your software supply chain.,Open,,,210
DevSecOps,,Helm GPG (GnuPG) Plugin,https://github.com/technosophos/helm-gpg,Chart signing and verification with GnuPG for Helm.,,29,2020-02-20,211
DevSecOps,,Notary,https://github.com/theupdateframework/notary,Aims to make the internet more secure by making it easy for people to publish and verify content.,,3288,,212
DevSecOps,,in-toto,https://in-toto.io/,Framework to secure the integrity of software supply chains.,,,,213
Honeypots,,CanaryTokens,https://github.com/thinkst/canarytokens,Self-hostable honeytoken generator and reporting dashboard; demo version available at CanaryTokens.org.,,2166,2026-09-16,219
Honeypots,,Kushtaka,https://kushtaka.org,Sustainable all-in-one honeypot and honeytoken orchestrator for under-resourced blue teams.,,,,220
Honeypots,,Manuka,https://github.com/spaceraccoon/manuka,sources intelligence (OSINT) honeypot that monitors reconnaissance attempts by threat actors and generates actionable intelligence for Blue Teamers.,Open,349,2023-05-02,221
Honeypots,,Endlessh,https://github.com/skeeto/endlessh,SSH tarpit that slowly sends an endless banner.,,8561,2024-06-03,225
Honeypots,,LaBrea,https://labrea.sourceforge.net/labrea-info.html,"Program that answers ARP requests for unused IP space, creating the appearance of fake machines that answer further requests very slowly in order to slow down scanners, worms, etcetera.",,,,226
Host-based tools,,Artillery,https://github.com/BinaryDefense/artillery,"Combination honeypot, filesystem monitor, and alerting system designed to protect Linux and Windows operating systems.",,1041,2022-01-06,230
Host-based tools,,Crowd Inspect,https://www.crowdstrike.com/resources/community-tools/crowdinspect-tool/,Free tool for Windows systems aimed to alert you to the presence of malware that may be communicating over the network.,,,,231
Host-based tools,,Fail2ban,https://www.fail2ban.org/,Intrusion prevention software framework that protects computer servers from brute-force attacks.,,,,232
Host-based tools,,Open Source HIDS SECurity (OSSEC),https://www.ossec.net/,"Fully open source and free, feature-rich, Host-based Instrusion Detection System (HIDS).",,,,233
Host-based tools,,Rootkit Hunter (rkhunter),https://rkhunter.sourceforge.net/,POSIX-compliant Bash script that scans a host for various signs of malware.,,,,234
Host-based tools,,Shufflecake,https://shufflecake.net/,Plausible deniability for multiple hidden filesystems on Linux.,,,,235
Host-based tools,,USB Keystroke Injection Protection,https://github.com/google/ukip,Daemon for blocking USB keystroke injection devices on Linux systems.,,549,2023-07-09,236
Host-based tools,,chkrootkit,https://chkrootkit.org/,Locally checks for signs of a rootkit on GNU/Linux systems.,,,,237
Host-based tools,,Bubblewrap,https://github.com/containers/bubblewrap,Sandboxing tool for use by unprivileged Linux users capable of restricting access to parts of the operating system or user data.,,8804,2026-09-22,241
Host-based tools,,Dangerzone,https://dangerzone.rocks/,"Take potentially dangerous PDFs, office documents, or images and convert them to a safe PDF.",,,,242
Host-based tools,,Firejail,https://firejail.wordpress.com/,SUID program that reduces the risk of security breaches by restricting the running environment of untrusted applications using Linux namespaces and seccomp-bpf.,,,,243
Identity and AuthN/AuthZ,,Gluu Server,https://gluu.org/,Central authentication and authorization for Web and mobile applications with a Free and Open Source Software cloud-native community distribution.,,,,247
Incident Response tools,,LogonTracer,https://github.com/JPCERTCC/LogonTracer,Investigate malicious Windows logon by visualizing and analyzing Windows event log.,,3231,2026-08-02,253
Incident Response tools,,Volatility,https://www.volatilityfoundation.org/,Advanced memory forensics framework.,,,,254
Incident Response tools,,aws_ir,https://github.com/ThreatResponse/aws_ir,Automates your incident response with zero security preparedness assumptions.,,342,2021-07-23,255
Incident Response tools,,CIRTKit,https://github.com/opensourcesec/CIRTKit,Scriptable Digital Forensics and Incident Response (DFIR) toolkit built on Viper.,,153,2017-04-17,261
Incident Response tools,,Fast Incident Response (FIR),https://github.com/certsocietegenerale/FIR,"Cybersecurity incident management platform allowing for easy creation, tracking, and reporting of cybersecurity incidents.",,2037,2026-09-14,262
Incident Response tools,,Rekall,https://www.rekall-forensic.com/,Advanced forensic and incident response framework.,,,,263
Incident Response tools,,TheHive,https://thehive-project.org/,"Scalable, free Security Incident Response Platform designed to make life easier for SOCs, CSIRTs, and CERTs, featuring tight integration with MISP.",,,,264
Incident Response tools,,threat_note,https://github.com/defpoint/threat_note,Web application built by Defense Point Security to allow security researchers the ability to add and retrieve indicators related to their research.,,435,,265
Incident Response tools,,OSXAuditor,https://github.com/jipegit/OSXAuditor,Free macOS computer forensics tool.,,3132,2020-07-27,269
Incident Response tools,,OSXCollector,https://github.com/Yelp/osxcollector,Forensic evidence collection & analysis toolkit for macOS.,,1891,,270
Incident Response tools,,ir-rescue,https://github.com/diogo-fernan/ir-rescue,Windows Batch script and a Unix Bash script to comprehensively collect host forensic data during incident response.,,488,2021-02-21,271
Incident Response tools,,Margarita Shotgun,https://github.com/ThreatResponse/margaritashotgun,Command line utility (that works with or without Amazon EC2 instances) to parallelize remote memory acquisition.,,253,2020-09-22,272
Incident Response tools,,Untitled Goose Tool,https://github.com/cisagov/untitledgoosetool,Assists incident response teams by exporting cloud artifacts from Azure/AzureAD/M365 environments in order to run a full investigation despite lacking in logs ingested by a SIEM.,,965,2026-02-11,273
Network perimeter defenses,,Gatekeeper,https://github.com/AltraMayor/gatekeeper,First open source Distributed Denial of Service (DDoS) protection system.,,1644,2026-09-22,277
Network perimeter defenses,,fwknop,https://www.cipherdyne.org/fwknop/,Protects ports via Single Packet Authorization in your firewall.,,,,278
Network perimeter defenses,,ssh-audit,https://github.com/jtesta/ssh-audit,Simple tool that makes quick recommendations for improving an SSH server's security posture.,,4304,2026-07-09,279
Network perimeter defenses,,IPFire,https://www.ipfire.org/,Hardened GNU/Linux based router and firewall distribution forked from IPCop.,,,,285
Network perimeter defenses,,OPNsense,https://opnsense.org/,Hardened FreeBSD based firewall and routing platform forked from pfSense.,,,,286
Network perimeter defenses,,pfSense,https://www.pfsense.org/,FreeBSD firewall and router distribution forked from m0n0wall.,,,,287
Operating System distributions,,Computer Aided Investigative Environment (CAINE),https://caine-live.net/,Italian GNU/Linux live distribution that pre-packages numerous digital forensics and evidence collection tools.,,,,291
Operating System distributions,,Security Onion,https://securityonionsolutions.com/,"Free and open source GNU/Linux distribution for intrusion detection, enterprise security monitoring, and log management.",,,,292
Operating System distributions,,Qubes OS,https://qubes-os.org/,Desktop environment built atop the Xen hypervisor project that runs each end-user program in its own virtual machine intended to provide strict security controls to constrain the reach of any successful malware exploit.,,,,293
Phishing awareness and reporting,,CertSpotter,https://github.com/SSLMate/certspotter,Certificate Transparency log monitor from SSLMate that alerts you when a SSL/TLS certificate is issued for one of your domains.,,1176,2026-09-13,299
Phishing awareness and reporting,,Gophish,https://getgophish.com/,"Powerful, open-source phishing framework that makes it easy to test your organization's exposure to phishing.",,,,300
Phishing awareness and reporting,,King Phisher,https://github.com/securestate/king-phisher,Tool for testing and promoting user awareness by simulating real world phishing attacks.,,2592,2026-08-04,301
Phishing awareness and reporting,,NotifySecurity,https://github.com/certsocietegenerale/NotifySecurity,Outlook add-in used to help your users to report suspicious e-mails to security teams.,,132,,302
Phishing awareness and reporting,,Phishing Intelligence Engine (PIE),https://github.com/LogRhythm-Labs/PIE,Framework that will assist with the detection and response to phishing attacks.,,179,2020-04-13,303
Phishing awareness and reporting,,Swordphish,https://github.com/certsocietegenerale/swordphish-awareness,Platform allowing to create and manage (fake) phishing campaigns intended to train people in identifying suspicious mails.,,226,2024-09-22,304
Phishing awareness and reporting,,mailspoof,https://github.com/serain/mailspoof,Scans SPF and DMARC records for issues that could allow email spoofing.,,137,2022-12-08,305
Phishing awareness and reporting,,phishing_catcher,https://github.com/x0rz/phishing_catcher,Configurable script to watch for issuances of suspicious TLS certificates by domain name in the Certificate Transparency Log (CTL) using the CertStream service.,,1823,2024-08-13,306
Preparedness training and wargaming,,APTSimulator,https://github.com/NextronSystems/APTSimulator,Toolset to make a system look as if it was the victim of an APT attack.,,2771,2025-09-23,312
Preparedness training and wargaming,,Atomic Red Team,https://atomicredteam.io/,"Library of simple, automatable tests to execute for testing security controls.",,,,313
Preparedness training and wargaming,,BadBlood,https://www.secframe.com/badblood/,Fills a test (non-production) Windows Domain with data that enables security analysts and engineers to practice using tools to gain an understanding and prescribe to securing Active Directory.,,,,314
Preparedness training and wargaming,,Caldera,https://caldera.mitre.org/,"Scalable, automated, and extensible adversary emulation platform developed by MITRE.",,,,315
Preparedness training and wargaming,,Drool,https://www.dns-oarc.net/tools/drool,"Replay DNS traffic from packet capture files and send it to a specified server, such as for simulating DDoS attacks on the DNS and measuring normal DNS querying.",,,,316
Preparedness training and wargaming,,DumpsterFire,https://github.com/TryCatchHCF/DumpsterFire,"Modular, menu-driven, cross-platform tool for building repeatable, time-delayed, distributed security events for Blue Team drills and sensor/alert mapping.",,1041,2020-05-27,317
Preparedness training and wargaming,,Infection Monkey,https://www.guardicore.com/infectionmonkey/,source breach and attack simulation (BAS) platform that helps you validate existing controls and identify how attackers might exploit your current network security gaps.,Open,,,318
Preparedness training and wargaming,,Metta,https://github.com/uber-common/metta,Automated information security preparedness tool to do adversarial simulation.,,1146,2019-04-01,319
Preparedness training and wargaming,,Network Flight Simulator (flightsim),https://github.com/alphasoc/flightsim,Utility to generate malicious network traffic and help security teams evaluate security controls and audit their network visibility.,,1365,2024-04-04,320
Preparedness training and wargaming,,RedHunt OS,https://github.com/redhuntlabs/RedHunt-OS,Ubuntu-based Open Virtual Appliance (`.ova`) preconfigured with several threat emulation tools as well as a defender's toolkit.,,1320,2025-01-22,321
Preparedness training and wargaming,,Stratus Red Team,https://stratus-red-team.cloud/,"Emulate offensive attack techniques in a granular and self-contained manner against a cloud environment; think ""Atomic Red Team™"" for the cloud.",,,,322
Preparedness training and wargaming,,tcpreplay,https://tcpreplay.appneta.com/,Suite of free Open Source utilities for editing and replaying previously captured network traffic originally designed to replay malicious traffic patterns to Intrusion Detection/Prevention Systems.,,,,323
Preparedness training and wargaming,,RedEye,https://cisagov.github.io/RedEye/,"Analytic tool to assist both Red and Blue teams with visualizing and reporting command and control activities, replay and demonstrate attack paths, and more clearly communicate remediation recommendations to stakeholders.",,,,327
Security configurations,,Bunkerized-nginx,https://github.com/bunkerity/bunkerized-nginx,Docker image of an NginX configuration and scripts implementing many defensive techniques for Web sites.,,10994,2026-09-23,333
Security monitoring,,Crossfeed,https://docs.crossfeed.cyber.dhs.gov/,Continuously enumerates and monitors an organization’s public-facing attack surface in order to discover assets and flag potential security flaws.,,,,337
Security monitoring,,Starbase,https://github.com/JupiterOne/starbase,Collects assets and relationships from services and systems into an intuitive graph view to offer graph-based security analysis for everyone.,,362,2026-02-19,338
Security monitoring,,Wazuh,https://wazuh.com/,"source, multiplatform agent-based security monitoring based on a fork of OSSEC HIDS.",Open,,,342
Security monitoring,,Arkime,https://github.com/arkime/arkime,"Augments your current security infrastructure to store and index network traffic in standard PCAP format, providing fast, indexed access.",,7473,2026-09-22,348
Security monitoring,,ChopShop,https://github.com/MITRECND/chopshop,Framework to aid analysts in the creation and execution of pynids-based decoders and detectors of APT tradecraft.,,494,,349
Security monitoring,,Maltrail,https://github.com/stamparm/maltrail,Malicious network traffic detection system.,,8609,2026-09-21,350
Security monitoring,,OwlH,https://www.owlh.net/,"Helps manage network IDS at scale by visualizing Suricata, Zeek, and Moloch life cycles.",,,,351
Security monitoring,,Real Intelligence Threat Analysis (RITA),https://github.com/activecm/rita,"source framework for network traffic analysis that ingests Zeek logs and detects beaconing, DNS tunneling, and more.",Open,640,2026-06-17,352
Security monitoring,,Respounder,https://github.com/codeexpress/respounder,Detects the presence of the Responder LLMNR/NBT-NS/MDNS poisoner on a network.,,323,2019-06-15,353
Security monitoring,,Snort,https://snort.org/,"Widely-deployed, Free Software IPS capable of real-time packet analysis, traffic logging, and custom rule-based triggers.",,,,354
Security monitoring,,SpoofSpotter,https://github.com/NetSPI/SpoofSpotter,Catch spoofed NetBIOS Name Service (NBNS) responses and alert to an email or log file.,,51,2018-06-13,355
Security monitoring,,Stenographer,https://github.com/google/stenographer,Full-packet-capture utility for buffering packets to disk for intrusion detection and incident response purposes.,,1796,,356
Security monitoring,,Suricata,https://suricata-ids.org/,"Free, cross-platform, IDS/IPS with on- and off-line analysis modes and deep packet inspection capabilities that is also scriptable with Lua.",,,,357
Security monitoring,,Tsunami,https://github.com/google/tsunami-security-scanner,General purpose network security scanner with an extensible plugin system for detecting high severity vulnerabilities with high confidence.,,8618,2026-06-23,358
Security monitoring,,VAST,https://github.com/tenzir/vast,Free and open-source network telemetry engine for data-driven security investigations.,,761,2026-09-23,359
Security monitoring,,Wireshark,https://www.wireshark.org,Free and open-source packet analyzer useful for network troubleshooting or forensic netflow analysis.,,,,360
Security monitoring,,Zeek,https://zeek.org/,"Powerful network analysis framework focused on security monitoring, formerly known as Bro.",,,,361
Security monitoring,,netsniff-ng,http://netsniff-ng.org/,"Free and fast GNU/Linux networking toolkit with numerous utilities such as a connection tracking tool (`flowtop`), traffic generator (`trafgen`), and autonomous system (AS) trace route utility (`astraceroute`).",,,,362
Security monitoring,,AlienVault OSSIM,https://www.alienvault.com/open-threat-exchange/projects,"Single-server open source SIEM platform featuring asset discovery, asset inventorying, behavioral monitoring, and event correlation, driven by AlienVault Open Threat Exchange (OTX).",,,,366
Security monitoring,,Prelude SIEM OSS,https://www.prelude-siem.org/,"source, agentless SIEM with a long history and several commercial variants featuring security event collection, normalization, and alerting from arbitrary log input and numerous popular monitoring tools.",Open,,,367
Security monitoring,,Icinga,https://icinga.com/,"Modular redesign of Nagios with pluggable user interfaces and an expanded set of data connectors, collectors, and reporting tools.",,,,373
Security monitoring,,Locust,https://locust.io/,source load testing tool in which you can define user behaviour with Python code and swarm your system with millions of simultaneous users.,Open,,,374
Security monitoring,,Nagios,https://nagios.org,Popular network and service monitoring solution and reporting platform.,,,,375
Security monitoring,,OpenNMS,https://opennms.org/,"Free and feature-rich networking monitoring system supporting multiple configurations, a variety of alerting mechanisms (email, XMPP, SMS), and numerous data collection methods (SNMP, HTTP, JDBC, etc).",,,,376
Security monitoring,,osquery,https://github.com/facebook/osquery,"Operating system instrumentation framework for macOS, Windows, and Linux, exposing the OS as a high-performance relational database that can be queried with a SQL-like syntax.",,23587,2026-09-22,377
Security monitoring,,Zabbix,https://www.zabbix.com/,"Mature, enterprise-level platform to monitor large-scale IT environments.",,,,378
Security monitoring,,CimSweep,https://github.com/PowerShellMafia/CimSweep,Suite of CIM/WMI-based tools enabling remote incident response and hunting operations across all versions of Windows.,,657,2019-08-19,386
Security monitoring,,DeepBlueCLI,https://github.com/sans-blue-team/DeepBlueCLI,PowerShell module for hunt teaming via Windows Event logs.,,2428,2023-10-14,387
Security monitoring,,GRR Rapid Response,https://github.com/google/grr,Incident response framework focused on remote live forensics consisting of a Python agent installed on assets and Python-based server infrastructure enabling analysts to quickly triage attacks and perform analysis remotely.,,5089,2026-05-12,388
Security monitoring,,Hunting ELK (HELK),https://github.com/Cyb3rWard0g/HELK,"All-in-one Free Software threat hunting stack based on Elasticsearch, Logstash, Kafka, and Kibana with various built-in integrations for analytics including Jupyter Notebook.",,3928,2024-06-01,389
Security monitoring,,Logging Made Easy (LME),https://www.cisa.gov/resources-tools/services/logging-made-easy,Free and open logging and protective monitoring solution serving.,,,,390
Security monitoring,,MozDef,https://github.com/mozilla/MozDef,Automate the security incident handling process and facilitate the real-time activities of incident handlers.,,2159,,391
Security monitoring,,PSHunt,https://github.com/Infocyte/PSHunt,PowerShell module designed to scan remote endpoints for indicators of compromise or survey them for more comprehensive information related to state of those systems.,,293,,392
